iter	RMSE
130	0.009716995455
131	0.009711270857
132	0.009706851792
133	0.009702444323
134	0.009698205537
135	0.009692631499
136	0.009685954453
137	0.009678097065
138	0.009674520877
139	0.009669176444
140	0.009665681243
141	0.009659843353
142	0.009656322503
143	0.009653334697
144	0.009648103117
145	0.009644651765
146	0.009639968061
147	0.009636844405
148	0.00963143678
149	0.009625393349
150	0.009618636645
151	0.00961402773
152	0.009610113225
153	0.009606518555
154	0.009600737434
155	0.009597000177
156	0.009593863548
157	0.009590324942
158	0.00958433795
159	0.009578718639
160	0.009573630062
161	0.009569136666
162	0.009565433653
163	0.00956168312
164	0.009558382563
165	0.009555499977
166	0.009551803687
167	0.009549329872
168	0.009545555013
169	0.009540537165
170	0.009536083981
171	0.009531410351
172	0.00952877418
173	0.00952516201
174	0.009520522522
175	0.009513240307
176	0.00951001139
177	0.009506392798
178	0.009499038359
179	0.009496504377
180	0.00948991014
181	0.00948436442
182	0.009477460887
183	0.009473101839
184	0.009468730454
185	0.009465896407
186	0.009460722994
187	0.009455472083
188	0.009449596075
189	0.009444730218
190	0.009441909871
191	0.009436989453
192	0.009432412125
193	0.009427811738
194	0.009422472354
195	0.009418761305
196	0.009413851929
197	0.009409555456
198	0.00940588787
199	0.009400772581
200	0.009394059478
201	0.009386835601
202	0.009383068757
203	0.009378889207
204	0.009373816317
205	0.009369887437
206	0.009364489868
207	0.009358139029
208	0.0093533014
209	0.009349075981
210	0.009344904125
211	0.009340088274
212	0.009337177816
213	0.009333367372
214	0.00932870484
215	0.009324287129
216	0.009319982028
217	0.009317086511
218	0.009311377419
219	0.009304000278
220	0.00930018347
221	0.009295393472
222	0.009289901501
223	0.009285924862
224	0.009279613628
225	0.009275306731
226	0.009267970109
227	0.009262947917
228	0.00925755277
229	0.009252680023
230	0.009249134956
231	0.009245446396
232	0.009241222609
233	0.009236938034
234	0.009231524084
235	0.009225032072
236	0.009219742718
237	0.009214921913
238	0.009210934402
239	0.009204464921
240	0.009198258658
241	0.009193964965
242	0.009189348035
243	0.009184862611
244	0.009180996673
245	0.009176651959
246	0.009172353976
247	0.009164502889
248	0.009159971598
249	0.009156418769
250	0.009153828352
251	0.009149188674
252	0.009143040587
253	0.009136831264
254	0.009131849846
255	0.009128233801
256	0.009124372295
257	0.009120374968
258	0.009114931622
259	0.009109796902
260	0.009105986377
261	0.009099990391
262	0.009095964622
263	0.009092623488
264	0.00908770816
265	0.009082831726
266	0.009079384247
267	0.009075861375
268	0.009072447329
269	0.0090675058
270	0.009062372246
271	0.009056846534
272	0.009052738633
273	0.00904748751
274	0.009042265848
275	0.009037557672
276	0.009034855373
277	0.009029535254
278	0.00902439516
279	0.009020355567
280	0.009015260487
281	0.009011210735
282	0.009005952115
283	0.008999843178
284	0.008993612063
285	0.008988986166
286	0.008985361377
287	0.008980414046
288	0.008977019701
289	0.008971751448
290	0.008967159394
291	0.008963183707
292	0.00896056541
293	0.008957515578
294	0.0089517375
295	0.008946346503
296	0.008941982708
297	0.00893826495
298	0.008932256054
299	0.008927707007
300	0.008923578049
301	0.008919819574
302	0.008915828122
303	0.008911522116
304	0.008909136128
305	0.008904003112
306	0.00889905757
307	0.00889470281
308	0.008890083185
309	0.008886352498
310	0.008883267691
311	0.008880140986
312	0.008876776878
313	0.008873553928
314	0.008870108616
315	0.008866474004
316	0.008862967438
317	0.008857304071
318	0.008852594929
319	0.008848342162
320	0.008843977183
321	0.008840963854
322	0.008837590652
323	0.008834527782
324	0.008828187059
325	0.008821803315
326	0.008814228983
327	0.008810457249
328	0.008807137128
329	0.008804773671
330	0.008800954647
331	0.008796417974
332	0.008790872265
333	0.008787069094
334	0.008783900906
335	0.00877671638
336	0.008772668513
337	0.008768164642
338	0.008764951999
339	0.008759540887
340	0.008755583742
341	0.00875050817
342	0.008746923537
343	0.008743367816
344	0.008739312306
345	0.008735752134
346	0.00873072927
347	0.008727360691
348	0.00872330739
349	0.008719377977
350	0.008713034818
351	0.008709832061
352	0.008706560046
353	0.008702926712
354	0.00869941797
355	0.008695619117
356	0.008691107223
357	0.008686503132
358	0.008683815109
359	0.008680354581
360	0.008676203645
361	0.008672587727
362	0.008668028026
363	0.008664379515
364	0.00866096329
365	0.008658133397
366	0.008653934245
367	0.008650558258
368	0.00864667286
369	0.008642917116
370	0.00863599646
371	0.008633463359
372	0.008629191453
373	0.008625833099
374	0.008622268596
375	0.008618920651
376	0.00861527623
377	0.008611174295
378	0.008606979357
379	0.008604183455
380	0.008600903839
381	0.008596633156
382	0.008592038158
383	0.008588151251
384	0.008585315912
385	0.008582185438
386	0.008577943703
387	0.008574966683
388	0.008572007562
389	0.008569125736
390	0.008564887399
391	0.008559119044
392	0.008552701503
393	0.008549517737
394	0.008547252302
395	0.00854209263
396	0.00853842561
397	0.008534929103
398	0.008530719974
399	0.00852678771
400	0.00852416757
401	0.008518124134
402	0.008513846471
403	0.008510971983
404	0.008506994966
405	0.008502887671
406	0.008498231085
407	0.008494420368
408	0.008490517236
409	0.008487719587
410	0.008483564818
411	0.008480809681
412	0.008478680143
413	0.008476105523
414	0.008473221347
415	0.008469820856
416	0.008466755376
417	0.00846427286
418	0.008459995685
419	0.008455389922
420	0.008451183945
421	0.008447369562
422	0.008443759542
423	0.00843983795
424	0.008436919666
425	0.008433915207
426	0.008429324752
427	0.008426224763
428	0.008423310953
429	0.00841916719
430	0.008412800375
431	0.008409802202
432	0.008404830601
433	0.008402147681
434	0.008397797456
435	0.008393982833
436	0.008390238454
437	0.008387277525
438	0.008381750884
439	0.008378826813
440	0.00837562256
441	0.008372116524
442	0.008369422421
443	0.008366694016
444	0.008360530081
445	0.008357407266
446	0.008354544236
447	0.008350187584
448	0.008347905324
449	0.008344983752
450	0.008340622854
451	0.008337175791
452	0.008333778867
453	0.00832766588
454	0.008325167668
455	0.008321089714
456	0.008317644115
457	0.008312555984
458	0.008308575512
459	0.008305761341
460	0.008302353251
461	0.00829830531
462	0.008295468903
463	0.008292231435
464	0.008289265888
465	0.008286690563
466	0.008283868549
467	0.008281741488
468	0.00827799926
469	0.008276088754
470	0.008271748745
471	0.008268857689
472	0.008265165181
473	0.008262459737
474	0.008258140489
475	0.008255762132
476	0.008252114982
477	0.008248067164
478	0.008246913809
479	0.008243429593
480	0.008240810816
481	0.008237374778
482	0.00823177071
483	0.008228783605
484	0.008226478244
485	0.008221955449
486	0.00821953827
487	0.008214884032
488	0.008211502133
489	0.008208823758
490	0.00820510301
491	0.008201575762
492	0.008197980017
493	0.008194995048
494	0.008193012995
495	0.00819008077
496	0.008188054143
497	0.008183937247
498	0.008180127953
499	0.008176833976
500	0.008174191433
501	0.008171268453
502	0.008168387254
503	0.008166978783
504	0.00816318744
505	0.008159740401
506	0.008156997007
507	0.008153943244
508	0.008151434282
509	0.008148188008
510	0.008145857253
511	0.008142633384
512	0.008139081281
513	0.008135044088
514	0.008131458977
515	0.008128700017
516	0.008126127735
517	0.008123517139
518	0.008120372666
519	0.008117228417
520	0.008114982661
521	0.008112042158
522	0.008108734448
523	0.008105058125
524	0.008102692895
525	0.008099680274
526	0.00809593343
527	0.008093454166
528	0.008092022466
529	0.008089860025
530	0.008086191726
531	0.008084294555
532	0.008081110971
533	0.008077597455
534	0.008074348462
535	0.008071523878
536	0.008068134345
537	0.008066199705
538	0.008063285105
539	0.008061197166
540	0.008056457814
541	0.008053761237
542	0.008048957477
543	0.00804462231
544	0.008041275004
545	0.00803763889
546	0.008035429109
547	0.00803256566
548	0.00802983843
549	0.008026952579
550	0.008024425361
551	0.00802071017
552	0.008017068872
553	0.008013411259
554	0.008011512752
555	0.008009742379
556	0.008007696709
557	0.008005102692
558	0.0080022391
559	0.007999473192
560	0.007996905763
561	0.007994831113
562	0.007990776604
563	0.007987383264
564	0.007985109791
565	0.007982036033
566	0.007978616864
567	0.007975227778
568	0.007972441997
569	0.007969013846
570	0.007966745055
571	0.007964342971
572	0.007962058699
573	0.007958249754
574	0.00795397266
575	0.007950319012
576	0.007948902067
577	0.007945471759
578	0.007942464067
579	0.007938860586
580	0.007936268935
581	0.007934506098
582	0.007931392835
583	0.007929640758
584	0.007926242867
585	0.007922997767
586	0.007920046533
587	0.007917360514
588	0.007913782041
589	0.007911422549
590	0.007909104926
591	0.007906790245
592	0.007902629512
593	0.007900319928
594	0.007897343889
595	0.007894597809
596	0.007889832939
597	0.007886566087
598	0.007884331474
599	0.007881312721
600	0.007879397243
601	0.007875903644
602	0.007873696603
603	0.007871146952
604	0.00786916124
605	0.007868044738
606	0.007866430147
607	0.007862554445
608	0.007859648074
609	0.00785649251
610	0.007853818391
611	0.007851597304
612	0.007849273457
613	0.007847674998
614	0.007843209364
615	0.0078411726
616	0.007838792066
617	0.00783590931
618	0.007832013793
619	0.007828235857
620	0.007825362837
621	0.007822507757
622	0.007819656393
623	0.007816619156
624	0.007813289434
625	0.007810695608
626	0.007808812786
627	0.00780660081
628	0.007804298428
629	0.007802344979
630	0.00780054643
631	0.007796303082
632	0.007792293633
633	0.007789703592
634	0.007787354253
635	0.007785019853
636	0.007782083966
637	0.007779018706
638	0.007775542469
639	0.007772504723
640	0.007769670842
641	0.007766624915
642	0.007761359966
643	0.00775817459
644	0.007754534499
645	0.007752469078
646	0.007749338488
647	0.007746129035
648	0.007742686526
649	0.007740251435
650	0.007737004545
651	0.007734856243
652	0.0077320455
653	0.007729477638
654	0.007726897825
655	0.007723838884
656	0.00772097329
657	0.007717839681
658	0.007713738036
659	0.00771122369
660	0.007709947635
661	0.007706368768
662	0.007704558898
663	0.00770054721
664	0.00769790309
665	0.007693567764
666	0.007690963857
667	0.007687981536
668	0.007685956862
669	0.00768338579
670	0.007679867301
671	0.007677614151
672	0.00767532816
673	0.007672166023
674	0.007669924992
675	0.007667319942
676	0.007663433204
677	0.007661159313
678	0.00765892519
679	0.007654760961
680	0.007652438224
681	0.007648914594
682	0.007646046078
683	0.007643881241
684	0.007642435909
685	0.007640272242
686	0.007638427394
687	0.007636347516
688	0.007633585032
689	0.007630267377
690	0.007628223858
691	0.007625291229
692	0.007621633338
693	0.007618832806
694	0.007617396647
695	0.007615585059
696	0.007612742495
697	0.00760988405
698	0.007606365555
699	0.007603413469
700	0.007600256026
701	0.007598134507
702	0.007595284948
703	0.007593241019
704	0.007591477634
705	0.007589950631
706	0.007587384788
707	0.007584263015
708	0.007583206278
709	0.007581641053
710	0.007579326194
711	0.007577268656
712	0.007574921125
713	0.007573312499
714	0.007570605909
715	0.007567900001
716	0.00756614604
717	0.007564712031
718	0.007562084725
719	0.007560850368
720	0.007556702039
721	0.007554205132
722	0.007551030877
723	0.00754663906
724	0.007543964843
725	0.007541693745
726	0.007539052262
727	0.007536938916
728	0.007534210742
729	0.007531549228
730	0.007529434789
731	0.007526713986
732	0.007523811769
733	0.007520482782
734	0.007517537462
735	0.00751545546
736	0.007512497252
737	0.00751095193
738	0.007508415408
739	0.007505888237
740	0.007502663931
741	0.007499514865
742	0.007497032485
743	0.007495540392
744	0.007492574574
745	0.007489356195
746	0.007487284073
747	0.007485226909
748	0.007482558755
749	0.007479257329
750	0.007475868582
751	0.007474112614
752	0.007471904089
753	0.007469763503
754	0.007467520246
755	0.007465551971
756	0.007462986779
757	0.007461863577
758	0.007459469663
759	0.007457013468
760	0.007455896818
761	0.00745319944
762	0.007451451662
763	0.007449415252
764	0.007444942807
765	0.007441538615
766	0.007439416089
767	0.007435849806
768	0.007433144754
769	0.007430984543
770	0.007428554376
771	0.007425741444
772	0.007423478972
773	0.007421044731
774	0.00741854356
775	0.007416527296
776	0.00741386887
777	0.007410555794
778	0.007408446533
779	0.007404587919
780	0.007403149802
781	0.00740223299
782	0.007400029485
783	0.007397280835
784	0.007395212356
785	0.007391738164
786	0.007389401351
787	0.007386341158
788	0.007384229778
789	0.007381412105
790	0.007378556065
791	0.007375902905
792	0.007373417716
793	0.007371218434
794	0.007369373187
795	0.007367332714
796	0.007365180147
797	0.007362083428
798	0.007359660807
799	0.007358649477
800	0.007356368903
801	0.007354074502
802	0.007351552382
803	0.007349707045
804	0.007348032543
805	0.00734590402
806	0.00734439419
807	0.007341387084
808	0.007339179307
809	0.007337059386
810	0.007335207204
811	0.007332157972
812	0.007329761077
813	0.007327680195
814	0.00732515576
815	0.007322644701
816	0.007319335534
817	0.007316740461
818	0.00731511605
819	0.007312252356
820	0.007309788225
821	0.007307606145
822	0.007303667943
823	0.007300081607
824	0.007297941931
825	0.007295088171
826	0.007292481794
827	0.0072890625
828	0.00728564495
829	0.00728355571
830	0.007281213786
831	0.007278036342
832	0.007276233281
833	0.00727438505
834	0.007272217408
835	0.007269186397
836	0.007267205058
837	0.007265660902
838	0.007263137135
839	0.007259896667
840	0.00725743998
841	0.00725478434
842	0.007253072979
843	0.007250874351
844	0.007248004188
845	0.007245549798
846	0.007241719666
847	0.00723889787
848	0.007237156576
849	0.007233549019
850	0.007231360146
851	0.007229402613
852	0.007227238464
853	0.007224771216
854	0.007222073371
855	0.007219574204
856	0.007217979772
857	0.007215598591
858	0.007212754898
859	0.007210127726
860	0.007207970784
861	0.007205620001
862	0.007202625025
863	0.007201240217
864	0.007199282037
865	0.007198118325
866	0.00719618392
867	0.007193439559
868	0.007191314245
869	0.00718937127
870	0.007187209161
871	0.007185879591
872	0.007182797085
873	0.007181061443
874	0.007178797475
875	0.007176572323
876	0.007175160242
877	0.007173575837
878	0.007171891478
879	0.007169377221
880	0.007166879239
881	0.007165113557
882	0.007162977766
883	0.007161312838
884	0.007160002533
885	0.007156778783
886	0.007154940969
887	0.007153211166
888	0.0071501561
889	0.00714710998
890	0.00714561248
891	0.007142475284
892	0.007139495842
893	0.007136626235
894	0.007134058324
895	0.007131952566
896	0.007129322451
897	0.007126637241
898	0.007124154889
899	0.007122030009
900	0.00711961474
901	0.007118015036
902	0.007115072485
903	0.007112953143
904	0.007111043178
905	0.007109067101
906	0.007107199393
907	0.007104909945
908	0.007103319377
909	0.007100414251
910	0.007097879417
911	0.007095330894
912	0.007092563893
913	0.007090087662
914	0.007088222617
915	0.007086265413
916	0.007084071723
917	0.007080756463
918	0.007078387515
919	0.007075939991
920	0.007073152701
921	0.007070621639
922	0.007068287031
923	0.007066249107
924	0.007062371642
925	0.007060665163
926	0.007058923869
927	0.007057472726
928	0.007055905239
929	0.007053111178
930	0.007050870858
931	0.007046738752
932	0.007043512725
933	0.007040200998
934	0.007038410307
935	0.007035651616
936	0.007034839272
937	0.007032513
938	0.007030273159
939	0.007027595821
940	0.007025517098
941	0.007023162872
942	0.007020872412
943	0.0070183058
944	0.007014616546
945	0.007012027971
946	0.007008706188
947	0.00700672388
948	0.007005034246
949	0.00700356614
950	0.00700279364
951	0.007000600563
952	0.006997727407
953	0.006996267494
954	0.006994888549
955	0.006992412056
956	0.006989835478
957	0.006987403193
958	0.006985548647
959	0.006983412545
960	0.006981117511
961	0.006978966861
962	0.006975635589
963	0.006973620395
964	0.006971100013
965	0.006969044485
966	0.006967707213
967	0.006966409548
968	0.006964721294
969	0.006963060322
970	0.006961022411
971	0.006958487922
972	0.006956179648
973	0.006954838637
974	0.006953023591
975	0.006950793765
976	0.006949757041
977	0.006948118361
978	0.006946527261
979	0.006944637278
980	0.006942737114
981	0.006940560933
982	0.006938913305
983	0.00693742996
984	0.006935058913
985	0.006933123546
986	0.00693046415
987	0.006928615826
988	0.006927161672
989	0.006925283554
990	0.006922433445
991	0.006920818321
992	0.006918782772
993	0.006916862684
994	0.006914598811
995	0.006912060038
996	0.006909674444
997	0.006907367927
998	0.006905843362
999	0.006904589369
